cif	ciudad	cliente	codigo	cp	direccion	email	id	lat	lng	Nombre	notas	Provincia	Regimen	Telefono
	VALÈNCIA		46011569	46022	CL.  RAMÓN DE CAMPOAMOR, 89	46011569@edu.gva.es		39,469715	-0,341687	CEIP PROFESOR SANTIAGO GRISOLIA		València	Púb.	963729577
Q9655309D	SAGUNT - EL PUERTO SAGUNTO		46018311	46520	AV.  9 DE OCTUBRE, S/N	46018311@edu.gva.es		39,664695	-0,231759	CEIP PROFESOR TIERNO GALVÁN		València	Púb.	962617375
Q9655175I	VALÈNCIA		46017471	46017	CL.  PÍO IX, S/N	46017471@edu.gva.es		39,443335	-0,394033	CEIP PROFESSOR RAMIRO JOVER		València	Púb.	962566320
Q5355441F	BENIDORM		03011914	3502	AV.  DE BELGICA, 16	03011914@edu.gva.es		38,546945	-0,124546	CEIP PUIG CAMPANA		Alacant	Púb.	966870775
Q5355382B	FINESTRAT		03005811	3509	CM.  DE REYES, 4	03005811@edu.gva.es		38,568871	-0,212882	CEIP PUIG CAMPANA		Alacant	Púb.	966870840
Q5355526D	CREVILLENT - LA ESTACION		03003930	3330	BD.  DE LA ESTACIÓN, S/N	03003930@edu.gva.es		38,224915	-0,77533	CEIP PUIG JOVER		Alacant	Púb.	965318940
Q0300715J	ALACANT		03018623	3009	CL.  TUBERÍA, 93	03018623@edu.gva.es		38,365588	-0,501726	CEIP RABASSA		Alacant	Púb.	965937340
Q0300607I	L'ALFÀS DEL PI		03015257	3580	CL.  RICHARD WAGNER, S/N	03015257@edu.gva.es		38,577339	-0,068826	CEIP RACÓ DE L'ALBIR		Alacant	Púb.	966870800
Q5355548H	ALACANT		03002101	3007	CL.  TOMÁS AZNAR DOMENECH, S/N	03002101@edu.gva.es		38,340865	-0,514512	CEIP RAFAEL ALTAMIRA		Alacant	Púb.	965936330
Q5355422F	CALLOSA DE SEGURA		03012578	3360	CL.  LUIS ESTAÑ ALFOSEA, S/N	03012578@edu.gva.es		38,127265	-0,87616	CEIP RAFAEL ALTAMIRA		Alacant	Púb.	966904200
Q5355048I	EL CAMPELLO		03003565	3560	CL.  ALCALDE J.CARRATALÁ BAEZA, 8	03003565@edu.gva.es		38,430236	-0,392965	CEIP RAFAEL ALTAMIRA		Alacant	Púb.	965937115
Q9655545C	VALÈNCIA		46016403	46014	CL.  QUART DE LES VALLS, 2	46016403@edu.gva.es		39,467607	-0,413479	CEIP RAFAEL ALTAMIRA		València	Púb.	962564120
Q9655199I	QUATRETONDA		46003317	46837	CL.  ESCOLA, 1	46003317@edu.gva.es		38,943715	-0,400668	CEIP RAFAEL ALTAMIRA		València	Púb.	962249790
Q9655053H	ALBERIC		46000341	46260	AV.  OESTE, S/N	46000341@edu.gva.es		39,11416	-0,524183	CEIP RAFAEL COMENGE		València	Púb.	962457275
Q9655546A	VALÈNCIA		46015800	46006	PZ.  CERAMISTA GIMENO, S/N	46015800@edu.gva.es		39,454727	-0,379055	CEIP RAFAEL MATEU CÁMARA		València	Púb.	962566720
Q5355031E	SANT JOAN D'ALACANT		03009348	3550	AV.  DEL INSTITUTO, 6	03009348@edu.gva.es		38,406359	-0,441901	CEIP RAJOLETES		Alacant	Púb.	965937050
Q5355598C	SANTA POLA		03013212	3130	CL.  PINTOR SOROLLA, 2	03013212@edu.gva.es		38,198618	-0,558063	CEIP RAMÓN CUESTA		Alacant	Púb.	966913145
Q9655015G	LA POBLA DEL DUC		46006756	46840	PZ.  CONCÒRDIA, S/N	46006756@edu.gva.es		38,904553	-0,422335	CEIP RAMÓN ESTEVE		València	Púb.	962249740
Q5355102D	ALACANT		03011173	3005	CL.  SANTA FELICITAS, 8	03011173@edu.gva.es		38,349383	-0,494176	CEIP RAMON LLULL		Alacant	Púb.	965936340
Q5355100H	ELX		03011665	3205	AV.  DE LA LLIBERTAT, S/N	03011665@edu.gva.es		38,264198	-0,713575	CEIP RAMON LLULL		Alacant	Púb.	966915365
Q9655375E	VALLADA		46013888	46691	CL.  MIGUEL HERNÁNDEZ, S/N	46013888@edu.gva.es		38,897329	-0,692189	CEIP RAMÓN MARTÍ SORIANO		València	Púb.	962249745
Q6255170J	GELDO		12001769	12412	CL.  LA FUENTE, 11	12001769@edu.gva.es		39,837063	-0,466007	CEIP RAMÓN RUBIO SILVESTRE		Castelló	Púb.	964336815
Q9655121C	XIRIVELLA		46003640	46950	CL.  LOS ÁNGELES, 3	46003640@edu.gva.es		39,463706	-0,438541	CEIP RAMÓN Y CAJAL		València	Púb.	962566590
Q9655039G	VALÈNCIA		46013426	46018	CL.  MÚSICO AYLLON, 41	46013426@edu.gva.es		39,466489	-0,402598	CEIP RAQUEL PAYA		València	Púb.	962566330
Q5355295F	SANT VICENT DEL RASPEIG		03010651	3690	CL.  ALMAZARA, 63	03010651@edu.gva.es		38,405934	-0,52666	CEIP RASPEIG		Alacant	Púb.	965937070
Q5355002F	COCENTAINA		03009336	3820	AV.  REAL BLANC, S/N	03009336@edu.gva.es		38,743934	-0,433724	CEIP REAL BLANC		Alacant	Púb.	966527545
Q6255056A	LA VALL D'UIXÓ		12002567	12600	CL.   POETA LLORENTE, 111-113	12002567@edu.gva.es		39,825554	-0,239956	CEIP RECAREDO CENTELLES		Castelló	Púb.	964738640
Q1200325G	ALMASSORA		12006810	12550	CL.  SANT ILDEFONS, 55	12006810@edu.gva.es		39,944169	-0,057423	CEIP REGINA VIOLANT		Castelló	Púb.	964738865
Q9655767C	FOIOS		46019799	46134	CL.  ALACANT, S/N	46019799@edu.gva.es		39,537381	-0,351139	CEIP REI EN JAUME		València	Púb.	961205030
Q9655155A	XIRIVELLA		46015563	46950	AV.  TORRENT, S/N	46015563@edu.gva.es		39,468808	-0,430039	CEIP REI EN JAUME		València	Púb.	961205420
Q5355253E	PETRER		03012611	3610	AV.  REINA SOFÍA, 100	03012611@edu.gva.es		38,479353	-0,774174	CEIP REINA SOFÍA		Alacant	Púb.	966957385
Q9655130D	SILLA		46015678	46460	CL.  ECHEGARAY, 1	46015678@edu.gva.es		39,367545	-0,40849	CEIP REIS CATÒLICS		València	Púb.	961205040
Q5355068G	GUARDAMAR DEL SEGURA		03005951	3140	CL.  SOL, 3	03005951@edu.gva.es		38,094098	-0,658375	CEIP REYES CATÓLICOS		Alacant	Púb.	965290115
Q5355212A	ELX		03004715	3203	CL.  FRAY LUIS DE LEÓN, 9	03004715@edu.gva.es		38,258065	-0,696634	CEIP REYES CATÓLICOS		Alacant	Púb.	966915275
Q5355252G	PETRER		03007704	3610	CL.  VILLAFRANQUEZA, S/N	03007704@edu.gva.es		38,485668	-0,781753	CEIP REYES CATÓLICOS		Alacant	Púb.	966957370
Q5355303H	SANT VICENT DEL RASPEIG		03008368	3690	CL.  RÍO EBRO, 7	03008368@edu.gva.es		38,395618	-0,508965	CEIP REYES CATÓLICOS		Alacant	Púb.	965937140
Q9655076I	ALGEMESÍ		46001187	46680	CM.  DE LA CREUETA, S/N	46001187@edu.gva.es		39,188689	-0,426938	CEIP RIBALTA		València	Púb.	962457540
Q5355411I	CASTALLA		03003668	3420	AV.  DE LA CONSTITUCIÓN, 72	03003668@edu.gva.es		38,591525	-0,670286	CEIP RICO SAPENA		Alacant	Púb.	966527500
Q5355267E	ORIHUELA - RAIGUERO DE BONANZA		03006943	3311	CL.  LA HUERTA, S/N	03006943@edu.gva.es		38,087246	-0,973336	CEIP RINCÓN DE BONANZA		Alacant	Púb.	966904760
Q6255212J	RIBESALBES		12002178	12210	CL.  VIRGEN DEL ROSARIO, S/N	12002178@edu.gva.es		40,021453	-0,276141	CEIP RIU MILLARS		Castelló	Púb.	964738615
Q6255007D	ALMASSORA		12000212	12550	CL.  SANTÍSSIM CRIST, 71	12000212@edu.gva.es		39,948914	-0,066068	CEIP RIU MILLARS		Castelló	Púb.	964738315
Q5355030G	ELX - EL ALTET		03004442	3195	AV.  CIUDAD DEPORTIVA, S/N	03004442@edu.gva.es		38,274167	-0,5345	CEIP RODOLFO TOMÁS SAMPER		Alacant	Púb.	966915405
Q9655072H	VALÈNCIA		46012771	46014	CL.  VIRGEN DE LA CABEZA, 26	46012771@edu.gva.es		39,460596	-0,397015	CEIP RODRÍGUEZ FORNOS		València	Púb.	961205835
Q9655623H	GANDIA		46004231	46702	AV.  ROÍS DE CORELLA, 1	46004231@edu.gva.es		38,965032	-0,192915	CEIP ROÍS DE CORELLA		València	Púb.	962826685
Q5350010D	TORREVIEJA		03013923	3185	UR.  LOS ALTOS, S/N	03013923@edu.gva.es		37,955044	-0,717223	CEIP ROMUALDO BALLESTER		Alacant	Púb.	965290155
Q4601148B	PAIPORTA		46030001	46200	CL.  PARE JORDI MARIA, 12	46030001@edu.gva.es		39,429614	-0,416134	CEIP ROSA SERRANO		València	Púb.	961205830
Q5355259B	PEGO		03012141	3780	CL.  SANTA BÁRBARA, 34	03012141@edu.gva.es		38,84472	-0,114133	CEIP ROSALIA BONDIA		Alacant	Púb.	966409910
Q6255088D	LA VALL D'UIXÓ		12002701	12600	CL.  CARBONAIRE C.3, 19	12002701@edu.gva.es		39,829071	-0,23671	CEIP ROSARIO PÉREZ		Castelló	Púb.	964738665
Q5355008C	VILLENA		03009181	3400	CL.  CLARA CAMPOAMOR, 30	03009181@edu.gva.es		38,626267	-0,859972	CEIP RUPERTO CHAPÍ		Alacant	Púb.	965823700
Q5355360H	XIXONA		03006281	3100	CL.  JOAN FUSTER, 4	03006281@edu.gva.es		38,530853	-0,506583	CEIP SAGRADA FAMILIA		Alacant	Púb.	966908165
Q5355046C	REDOVÁN		03007947	3370	CL.  JUAN XXIII, S/N	03007947@edu.gva.es		38,113448	-0,908121	CEIP SAGRADOS CORAZONES		Alacant	Púb.	966904270
Q9655547I	VALÈNCIA		46012811	46025	CL.  ALAMO, 2	46012811@edu.gva.es		39,491341	-0,391152	CEIP SALVADOR TUSET		València	Púb.	962566730
Q6255079C	CASTELLÓ DE LA PLANA		12000777	12004	CL.  LA ESCUELA, S/N	12000777@edu.gva.es		40,002429	-0,048012	CEIP SAN AGUSTÍN		Castelló	Púb.	964739560
Q9655604H	CULLERA		46003378	46400	CL.  ALBORAIA, 39	46003378@edu.gva.es		39,169438	-0,260136	CEIP SAN AGUSTÍN		València	Púb.	961719075
Q5355006G	EL PINÓS		03007765	3650	CL.  GLORIETA DE SAN ANTONIO, S/N	03007765@edu.gva.es		38,399502	-1,042607	CEIP SAN ANTÓN		Alacant	Púb.	966957375
Q5355034I	ELX - LA FOIA		03005197	3294	CM.  LOS MIRAS, 39	03005197@edu.gva.es		38,213877	-0,681925	CEIP SAN ANTONIO		Alacant	Púb.	966912500
S4600329I	FORTALENY		46036827	46418	CL.  SUECA, 1	46036827@edu.gva.es		39,184598	-0,313796	CEIP SAN ANTONIO ABAD		València	Púb.	690245992
Q9655605E	CULLERA		46014881	46400	CL.  25 D'ABRIL, 74	46014881@edu.gva.es		39,164923	-0,245883	CEIP SAN ANTONIO DEL MAR		València	Púb.	961719045
Q5355266G	ORIHUELA - SAN BARTOLOME		03007509	3314	CL.  MIGUEL DELIBES, S/N	03007509@edu.gva.es		38,094773	-0,863931	CEIP SAN BARTOLOMÉ		Alacant	Púb.	966904260
Q5355547J	ALACANT		03010491	3005	AV.  DEL DOCTOR RICO, 11	03010491@edu.gva.es		38,353268	-0,498333	CEIP SAN BLAS		Alacant	Púb.	965936350
Q9655248D	ALBAL		46000262	46470	AV.  CORTS VALENCIANES, 34	46000262@edu.gva.es		39,396754	-0,410609	CEIP SAN BLAS		València	Púb.	961205430
Q9655249B	ALBAL		46017390	46470	CL.  LUIS ARNAU, 11	46017390@edu.gva.es		39,399079	-0,407739	CEIP SAN CARLOS BORROMEO		València	Púb.	961205840
Q9655047J	SEDAVÍ		46007827	46910	CL.  VALENCIA, 20	46007827@edu.gva.es		39,423539	-0,383454	CEIP SAN CLEMENTE		València	Púb.	961205050
Q5355546B	ALACANT		03001490	3005	CL.  CIUDAD REAL, 33	03001490@edu.gva.es		38,35475	-0,499086	CEIP SAN FERNANDO		Alacant	Púb.	965936360
Q5355210E	ELX		03004739	3203	CL.  PÍO BAROJA, 22	03004739@edu.gva.es		38,267546	-0,684092	CEIP SAN FERNANDO		Alacant	Púb.	966915280
Q9655548G	VALÈNCIA		46012471	46010	CL.  BELLUS, 5-7	46012471@edu.gva.es		39,485619	-0,368289	CEIP SAN FERNANDO		València	Púb.	962566090
Q5355545D	ALACANT		03001660	3006	CL.  CEFEO, 82	03001660@edu.gva.es		38,347631	-0,515231	CEIP SAN FRANCISCO DE ASÍS		Alacant	Púb.	965937370
Q5355512D	DOLORES		03004338	3150	CL.  GABRIEL MIRÓ, 1	03004338@edu.gva.es		38,137738	-0,766865	CEIP SAN FRANCISCO DE ASÍS		Alacant	Púb.	965290185
Q9650022H	GANDIA		46004176	46702	CL.  LEGIONARIO BERNABEU, 11	46004176@edu.gva.es		38,962554	-0,18298	CEIP SAN FRANCISCO DE BORJA		València	Púb.	962826705
Q5355544G	ALACANT		03001659	3008	CL.  MÚSICO JOSÉ ALCARAZ PÉREZ, 4	03001659@edu.gva.es		38,33102	-0,514774	CEIP SAN GABRIEL		Alacant	Púb.	965936380
Q5355439J	BENIJÓFAR		03003140	3178	CL.  FRANCISCO RIBERA, S/N	03003140@edu.gva.es		38,079645	-0,735259	CEIP SAN JAIME		Alacant	Púb.	965290380
Q5355490C	ONIL		03006840	3430	CL.  JACINTA BOIX, S/N	03006840@edu.gva.es		38,626963	-0,670917	CEIP SAN JAIME		Alacant	Púb.	966527540
Q9655549E	VALÈNCIA		46012628	46024	CL.  BELLO, 22	46012628@edu.gva.es		39,45869	-0,33552	CEIP SAN JOSÉ DE CALASANZ		València	Púb.	962566340
Q9655688A	NAVARRÉS		46005791	46823	CL.  MAESTRO VICENTE ALMOR, 34	46005791@edu.gva.es		39,104098	-0,696843	CEIP SAN JOSÉ DE CALASANZ		València	Púb.	962249830
Q9655360G	TORRENT		46008741	46900	CL.  SAN JUAN BAUTISTA, 22	46008741@edu.gva.es		39,430624	-0,465417	CEIP SAN JUAN BAUTISTA		València	Púb.	961205540
Q9655068F	VALÈNCIA		46012151	46004	CL.  CIRILO AMORÓS, 3	46012151@edu.gva.es		39,466307	-0,374104	CEIP SAN JUAN DE RIBERA		València	Púb.	961207735
Q9655173D	BURJASSOT		46002416	46100	CL.  JOSÉ CARRAU, 3	46002416@edu.gva.es		39,507944	-0,408012	CEIP SAN JUAN DE RIBERA		València	Púb.	962566130
Q9655148F	MASSAMAGRELL		46005259	46130	CL.  ESCOLES, 7	46005259@edu.gva.es		39,569713	-0,329499	CEIP SAN JUAN EVANGELISTA		València	Púb.	961205755
Q5355426G	BUSOT		03003358	3111	CL.  EL PASEO, S/N	03003358@edu.gva.es		38,481501	-0,420179	CEIP SAN LORENZO MÁRTIR		Alacant	Púb.	966908160
Q5355524I	CREVILLENT - EL REALENGO		03003981	3339	PZ.  GENERALÍSIMO, 1	03003981@edu.gva.es		38,203061	-0,812527	CEIP SAN LUIS		Alacant	Púb.	965695785
Q9655440G	BUÑOL		46002155	46360	CL.  DOCTOR GARCES VERICAT, S/N	46002155@edu.gva.es		39,41523	-0,785902	CEIP SAN LUIS		València	Púb.	961808360
Q5355199J	TORMOS		03008599	3795	CL.  SANTA CRUZ, 31	03008599@edu.gva.es		38,802761	-0,070596	CEIP SAN LUIS BELTRAN		Alacant	Púb.	966409930
Q6255231J	SONEJA		12002351	12480	CL.  DEPÓSITO, 10	12002351@edu.gva.es		39,816176	-0,432426	CEIP SAN MIGUEL ARCÁNGEL		Castelló	Púb.	964336350
Q5355543I	ALACANT		03009725	3010	CL.  GENERAL ROS DE OLANO, 20	03009725@edu.gva.es		38,360882	-0,48592	CEIP SAN NICOLÁS DE BARI		Alacant	Púb.	965936370
Q9655197C	QUART DE POBLET		46003238	46930	CL.  TRAFALGAR, 36	46003238@edu.gva.es		39,483404	-0,451075	CEIP SAN ONOFRE		València	Púb.	962566160
Q9655550C	VALÈNCIA		46012631	46022	CL.  PEDRO DE VALENCIA, S/N	46012631@edu.gva.es		39,468754	-0,337378	CEIP SAN PEDRO		València	Púb.	962566350
Q5355379H	GRANJA DE ROCAMORA		03005902	3348	CL.  CANÓNIGO ROCAMORA, 36	03005902@edu.gva.es		38,15312	-0,893972	CEIP SAN PEDRO APÓSTOL		Alacant	Púb.	966904230
Q5355359J	LA NUCIA		03006785	3530	CL.  ERMITA, 100	03006785@edu.gva.es		38,611006	-0,128055	CEIP SAN RAFAEL		Alacant	Púb.	966870845
Q5355542A	ALACANT		03000710	3002	CL.  VILLAVIEJA, S/N	03000710@edu.gva.es		38,346721	-0,47826	CEIP SAN ROQUE		Alacant	Púb.	965937045
Q5355421H	CALLOSA DE SEGURA		03010594	3360	CL.  DR. D. JOSÉ LUCAS IBÁÑEZ, 11	03010594@edu.gva.es		38,122517	-0,872238	CEIP SAN ROQUE		Alacant	Púb.	966904180
Q9655326H	SILLA		46007967	46460	CL.  CONSELL, 1	46007967@edu.gva.es		39,355546	-0,410276	CEIP SAN ROQUE		València	Púb.	961205060
Q5355202B	TÀRBENA		03008541	3518	PZ.  SANTA ANA, 12	03008541@edu.gva.es		38,692565	-0,100669	CEIP SAN SALVADOR		Alacant	Púb.	966870890
Q6255062I	VINARÒS		12003067	12500	AV.  TARRAGONA, S/N	12003067@edu.gva.es		40,47586	0,479343	CEIP SAN SEBASTIÁN		Castelló	Púb.	964336455
Q9655224E	ROCAFORT		46007372	46111	CL.  MAYOR, 17	46007372@edu.gva.es		39,52748	-0,40953	CEIP SAN SEBASTIÁN		València	Púb.	962564100
Q5355109I	ALCOI		03000266	3801	CL.  SAN VICENTE, 50	03000266@edu.gva.es		38,690266	-0,472831	CEIP SAN VICENTE		Alacant	Púb.	966527825
Q6255137I	CORTES DE ARENOSO - SAN VICENTE DE PIEDRAHITA		12003717	12127	PZ.  DE LA IGLESIA, 3	12003717@edu.gva.es		40,138031	-0,502442	CEIP SAN VICENTE DE PIEDRAHITA		Castelló	Púb.	964738755
Q5355079D	TEULADA		03008563	3725	AV.  JUVENTUD, 14	03008563@edu.gva.es		38,728334	0,10946	CEIP SAN VICENTE FERRER		Alacant	Púb.	965739035
Q9655615D	FAURA		46003949	46512	CL.  SANTA BÀRBARA, S/N	46003949@edu.gva.es		39,724419	-0,270487	CEIP SAN VICENTE FERRER		València	Púb.	962617300
Q5355076J	NOVELDA		03011690	3660	AV.  BENITO PÉREZ GALDÓS, 3	03011690@edu.gva.es		38,385232	-0,757585	CEIP SÁNCHEZ ALBORNOZ		Alacant	Púb.	966908150
Q5355209G	ELX		03011574	3204	CL.  ENRIQUE PIRE GARCÍA, S/N	03011574@edu.gva.es		38,256574	-0,71001	CEIP SANCHIS GUARNER		Alacant	Púb.	966915360
Q5355130E	ONDARA		03006839	3760	CL.  LEPANTO, 2	03006839@edu.gva.es		38,827449	0,022168	CEIP SANCHIS GUARNER		Alacant	Púb.	966428835
S4600331E	LLOCNOU D'EN FENOLLET		46036852	46668	CL.  SANCHIS GUARNER, S/N	46036852@edu.gva.es		39,012371	-0,467294	CEIP SANCHIS GUARNER		València	Púb.	962931490
Q9655714E	PATERNA		46016750	46980	CL.  SANTAS JUSTA Y RUFINA, S/N	46016750@edu.gva.es		39,507228	-0,453594	CEIP SANCHIS GUARNER		València	Púb.	961205070
Q6255031D	CASTELLÓ DE LA PLANA		12003471	12003	PG.  RAFALAFENA, S/N	12003471@edu.gva.es		39,989599	-0,029107	CEIP SANCHIS YAGO		Castelló	Púb.	964739570
Q4601215I	BENISSODA		46032101	46869	AV.  DE VALENCIA, 1	46032101@edu.gva.es		38,831605	-0,529216	CEIP SANT ANTONI ABAT		València	Púb.	962919240
Q9655111D	XERESA		46004784	46790	CL.  LA MARTINA, 9	46004784@edu.gva.es		39,011722	-0,216014	CEIP SANT ANTONI DE PÀDUA		València	Púb.	962826545
Q9655153F	CARLET		46002799	46240	CL.  GOYA, S/N	46002799@edu.gva.es		39,221258	-0,51536	CEIP SANT BERNAT		València	Púb.	962980070
S4600330G	LLAURÍ		46036839	46613	CL.  CULLERA, S/N	46036839@edu.gva.es		39,145717	-0,332009	CEIP SANT BLAI		València	Púb.	962542238
Q9655007D	LLOMBAI		46004978	46195	AV.  PAÍS VALENCIÀ, S/N	46004978@edu.gva.es		39,281116	-0,573081	CEIP SANT FRANCESC DE BORJA		València	Púb.	962980080
Q9655119G	PICASSENT		46006631	46220	CM.  DEVADILLO, S/N	46006631@edu.gva.es		39,356509	-0,465127	CEIP SANT IGNASI DE LOIOLA		València	Púb.	961205820
S4600028G	VALÈNCIA		46024072	46014	CL.  JOSEP ANDREU ALABARTA, 43	46024072@edu.gva.es		39,451397	-0,403061	CEIP SANT ISIDRE		València	Púb.	961205510
Q9655276E	ALFARB		46001060	46197	CL.  NUEVA, 23	46001060@edu.gva.es		39,275651	-0,559688	CEIP SANT JAUME APÒSTOL		València	Púb.	962980110
Q6255068F	SANT JOAN DE MORÓ		12002725	12130	CL.  SECRETARIO ABEL, ESQ. C. COOPERATIVA, 	12002725@edu.gva.es		40,059294	-0,134829	CEIP SANT JOAN DE MORÓ		Castelló	Púb.	964738670
Q9655320A	SERRA		46007864	46118	TR.  SANT FRANCESC, 1	46007864@edu.gva.es		39,683709	-0,428984	CEIP SANT JOSEP		València	Púb.	961606965
Q9655235A	AIELO DE MALFERIT		46001515	46812	CL.  MESTRE CARLES SALVADOR, 1	46001515@edu.gva.es		38,877186	-0,588212	CEIP SANT JOSEP DE CALASSANÇ		València	Púb.	962919355
Q9655662F	MASSALFASSAR		46005201	46560	CL.  PROGRESO, 27	46005201@edu.gva.es		39,559466	-0,326242	CEIP SANT LLORENÇ MÀRTIR		València	Púb.	961205590
Q9655414B	BENIARJÓ		46001783	46722	CL.  HORTETS, S/N	46001783@edu.gva.es		38,931305	-0,184456	CEIP SANT MARC		València	Púb.	962826655
Q6255057I	VILAFAMÉS		12002737	12192	CR.  LA POBLA, S/N	12002737@edu.gva.es		40,116267	-0,046756	CEIP SANT MIQUEL		Castelló	Púb.	964738675
Q9655126B	LLÍRIA		46004863	46160	CL.  DOMEÑO, 1	46004863@edu.gva.es		39,630763	-0,600986	CEIP SANT MIQUEL		València	Púb.	962718025
Q9655344A	TAVERNES DE LA VALLDIGNA		46008364	46760	CL.  CANTALOT, 11	46008364@edu.gva.es		39,070059	-0,275456	CEIP SANT MIQUEL		València	Púb.	962826605
Q9655145B	TORRENT		46008728	46900	CL.  PADRE MÉNDEZ, 149	46008728@edu.gva.es		39,42806	-0,475518	CEIP SANT PASQUAL		València	Púb.	961205440
Q9655204G	REAL		46007025	46194	CL.  JAUME I, 15	46007025@edu.gva.es		39,334202	-0,609599	CEIP SANT PERE APÒSTOL		València	Púb.	962980090
Q9655112B	L'ALQUERIA DE LA COMTESSA		46001436	46715	CL.  ESCOLES, 1	46001436@edu.gva.es		38,935728	-0,155418	CEIP SANT PERE APÒSTOL		València	Púb.	962826645
Q5355323F	POLOP		03007881	3520	CL.  PARTIDA TEROL, S/N	03007881@edu.gva.es		38,612562	-0,13584	CEIP SANT ROC		Alacant	Púb.	966870925
Q6255183C	LA VALL D'UIXÓ		12004281	12600	AV.  OCTAVIO TEN, S/N	12004281@edu.gva.es		39,822076	-0,224587	CEIP SANT VICENT FERRER		Castelló	Púb.	964738775
Q9655124G	LLÍRIA		46004838	46160	CL.  SAN VICENTE, 49-51	46004838@edu.gva.es		39,629503	-0,596196	CEIP SANT VICENT FERRER		València	Púb.	962718020
Q9655234D	AGULLENT		46000079	46890	CM.  VELL D'ONTINYENT, S/N	46000079@edu.gva.es		38,821801	-0,555249	CEIP SANT VICENT FERRER		València	Púb.	962919350
Q6255015G	BENICÀSSIM		12000510	12560	CL.  LA COMBA, S/N	12000510@edu.gva.es		40,058243	0,060795	CEIP SANTA ÀGUEDA		Castelló	Púb.	964738345
Q6255249B	ZUCAINA		12003213	12125	CL.  17 DE JULIO, S/N	12003213@edu.gva.es		40,132273	-0,418596	CEIP SANTA ANA		Castelló	Púb.	964738725
Q9655198A	QUARTELL		46003305	46510	CL.  POLO BERNABÉ, 29	46003305@edu.gva.es		39,738829	-0,263264	CEIP SANTA ANA		València	Púb.	962617290
Q9655697B	OLIVA		46005909	46780	CL.  ANTONIO MAURA, S/N	46005909@edu.gva.es		38,918343	-0,120614	CEIP SANTA ANNA		València	Púb.	962826475
Q9655364I	TOUS		46008820	46269	CL.  PÉREZ GALDÓS, 15	46008820@edu.gva.es		39,141195	-0,589458	CEIP SANTA BÁRBARA		València	Púb.	962457800
Q9655418C	BENIFAIÓ		46001850	46450	CL.  NOU, 60	46001850@edu.gva.es		39,287162	-0,42566	CEIP SANTA BÁRBARA		València	Púb.	961719065
Q0368006C	EL PINÓS		03007790	3650	CL.  SANCHIS GUARNER, S/N	03007790@edu.gva.es		38,407215	-1,039212	CEIP SANTA CATALINA		Alacant	Púb.	966957380
Q5355294I	SANT VICENT DEL RASPEIG		03008290	3690	CO.  DE SANTA ISABEL, S/N	03008290@edu.gva.es		38,382903	-0,500468	CEIP SANTA ISABEL		Alacant	Púb.	966478675
Q9655394F	ALZIRA - LA BARRACA D'AIGUES VIVES		46015204	46792	CL.  MILAGROS VERES MARIN, 4	46015204@edu.gva.es		39,099202	-0,370252	CEIP SANTA MARÍA DE AGUAS VIVAS		València	Púb.	962457595
Q5355431G	EL POBLE NOU DE BENITATXELL		03003309	3726	AV.  ALICANTE, 40	03003309@edu.gva.es		38,730757	0,140042	CEIP SANTA MARÍA MAGDALENA		Alacant	Púb.	965739020
Q1200366A	ALMASSORA		12007516	12550	CL.  ALMIRANTE CERVERA, S/N	12007516@edu.gva.es		39,950281	-0,071595	CEIP SANTA QUITERIA		Castelló	Púb.	964738885
Q5355343D	VILLENA		03009154	3400	BD.  SAN FRANCISCO, S/N	03009154@edu.gva.es		38,631069	-0,848908	CEIP SANTA TERESA		Alacant	Púb.	689567079
Q9655553G	VALÈNCIA		46012136	46003	CL.  DE L'HORT D'EN CENDRA, 3	46012136@edu.gva.es		39,478807	-0,381419	CEIP SANTA TERESA		València	Púb.	962566740
Q5355060D	ALACANT		03001957	3015	CL.  BARÍTONO PACO LATORRE, S/N	03001957@edu.gva.es		38,377459	-0,485252	CEIP SANTÍSIMA FAZ		Alacant	Púb.	965936390
Q5355004B	GATA DE GORGOS		03005859	3740	CL.  CUESTA GRUPO ESCOLAR, S/N	03005859@edu.gva.es		38,770472	0,083717	CEIP SANTÍSIMO CRISTO		Alacant	Púb.	966428825
Q5355160B	L'ALFÀS DEL PI		03000588	3580	CL.  CAMÍ DE LA MAR, 21	03000588@edu.gva.es		38,57893	-0,097102	CEIP SANTÍSIMO CRISTO BUEN ACIERTO		Alacant	Púb.	966870740
Q9655756F	VALÈNCIA		46012252	46017	AV.  GASPAR AGUILAR, 96	46012252@edu.gva.es		39,450769	-0,394151	CEIP SANTO ÁNGEL DE LA GUARDA		València	Púb.	961205525
Q5355193C	ALACANT		03010399	3005	PZ.  TOMÁS VALCÁRCEL DEZA, S/N	03010399@edu.gva.es		38,348152	-0,501906	CEIP SANTO DOMINGO		Alacant	Púb.	965937300
Q5355247G	ELDA		03010247	3600	CR.  DE SAX, S/N	03010247@edu.gva.es		38,491515	-0,803139	CEIP SANTO NEGRO		Alacant	Púb.	966957745
Q9655555B	VALÈNCIA		46013463	46017	CL.  REVERENDO JOSÉ NOGUERA, 4	46013463@edu.gva.es		39,446078	-0,39171	CEIP SARA FERNÁNDEZ		València	Púb.	962566760
Q6255032B	CASTELLÓ DE LA PLANA - GRAU DE CASTELLÓ		12001401	12100	CL.  MAGALLANES, 10	12001401@edu.gva.es		39,974277	0,012721	CEIP SEBASTIÁN ELCANO		Castelló	Púb.	964739730
